Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2025-01-31,591.6903076171875,599.6933113603776,590.9332488823969,597.2746959271392,66566900
2025-02-03,587.70849609375,590.1860392450765,580.5510025263411,582.6943020815504,65857200
2025-02-04,591.6510620117188,592.1622687341741,587.2268045597665,587.767535135661,33457800
2025-02-05,594.0498657226562,594.1973649569587,588.5048426365228,590.5301667443101,30653100
2025-02-06,596.1146850585938,596.2425017541303,592.4867911796968,595.7902226770135,35771500
2025-02-07,590.6580200195312,597.8941240756534,589.9501076619601,596.6750050236558,50788500
2025-02-10,594.6693115234375,595.3083949100401,592.5948408497425,593.8631663388722,26048700
2025-02-11,595.1216430664062,595.6623736678141,592.2901133629294,592.408088766588,30056700
2025-02-12,593.2044067382812,594.3743794070193,588.4360645213627,589.1144530437037,45076100
2025-02-13,599.4671630859375,599.6736500230521,593.0471055616473,594.3055297285264,40921300
2025-02-14,599.4378051757812,600.7060708506282,598.8184042628043,599.6737559982794,26910400
2025-02-18,601.1976318359375,601.1976318359375,598.1399925315113,600.5979135172886,26749000
2025-02-19,602.6134033203125,602.9083418402669,599.3001305958442,599.81139736899,31011100
2025-02-20,600.106201171875,601.3843078099816,596.8027704742943,601.2466498622931,36554000
2025-02-21,589.8419799804688,600.0275889538111,589.3798596850504,599.8899309928074,76519800
2025-02-24,587.1580200195312,592.8800672914438,586.4501075695626,591.8870576091449,50737200
2025-02-25,584.2379760742188,587.8265647106925,579.6367551973434,587.0990297013516,58266500
2025-02-26,584.5328369140625,589.488043359785,581.8979531727184,585.8994552001853,43321600
2025-02-27,575.2025756835938,587.9542991571739,574.809344386224,586.8039490929929,74196700
2025-02-28,584.1788940429688,584.70978328648,572.636508577737,575.7039886670112,88744100
2025-03-03,573.9441528320312,587.2857532860544,570.1392964764723,586.1452445030724,74249200
2025-03-04,567.150390625,575.5368441329807,562.6179996474549,569.952455985737,109648200
2025-03-05,573.24609375,575.035467216836,563.434093538414,566.9833166199888,71230500
2025-03-06,563.0703125,570.4047092717689,560.5238803180225,565.7936477589768,80094900
2025-03-07,566.2262573242188,567.6715458955733,556.1094773560538,561.2907933786839,81158800
2025-03-10,551.1444702148438,559.9536192631458,546.2384702857362,558.0364891964213,99326600
2025-03-11,546.56298828125,554.5266887361913,542.7286673284324,549.9844552948313,88102100
2025-03-12,549.463134765625,553.6317577833393,544.3703313613182,552.7075773967466,69588200
2025-03-13,542.1386108398438,549.6991769603108,540.4279077137791,549.0896174558009,74079400
2025-03-14,553.3369750976562,554.3398260143258,542.2075022062043,546.7497351697265,62660300
2025-03-17,557.6039428710938,560.1208513978755,552.8846868765244,553.3172833424321,49008700
2025-03-18,551.5770874023438,555.5097605205915,549.6500559715837,555.2934322950165,66041400
2025-03-19,557.5842895507812,561.3399999727566,552.1768634471969,553.3566775077279,66556000
2025-03-20,555.9718627929688,560.966374832501,553.1304918485869,553.848245552193,62958200
2025-03-21,556.1552124023438,557.0526205906217,550.2878120115934,551.5204692681951,83763000
2025-03-24,566.1151733398438,567.1703352751009,562.2890000340255,562.880651498493,58766800
2025-03-25,567.4760131835938,568.4127846067184,565.73055113845,567.3181993393742,38355700
2025-03-26,560.7012939453125,568.3338979913931,559.3206937528307,567.2097001365158,51848300
2025-03-27,559.2122192382812,562.9792269072261,557.1018956425098,559.3108077400744,42164200
2025-03-28,547.9507446289062,558.413587192946,547.3689639965595,557.6838635858104,71662700
2025-03-31,551.62890625,552.9305994826874,539.282592409213,542.201546342058,95328200
2025-04-01,553.1869506835938,555.1296497708261,545.998115405224,549.7158288612504,54609600
2025-04-02,556.687744140625,559.547472787333,547.1124411566806,547.3491017135567,76014500
2025-04-03,529.2537231445312,540.3673198616506,529.2537231445312,537.5470145495102,125986000
2025-04-04,498.2696838378906,518.5740121118964,498.05273494035157,516.404523136506,217965100
2025-04-07,497.3821716308594,515.9114550791749,475.115432610906,482.40291724281104,256611400
2025-04-08,489.5918273925781,517.6963871548359,482.37337814369187,514.6196789750944,165816600
2025-04-09,541.0084228515625,541.0084228515625,486.20939567811143,486.59399925019795,241867300
2025-04-10,517.3019409179688,526.0981670837639,502.25365007002944,524.7866027854379,162331200
2025-04-11,526.5321044921875,528.9875485351057,512.8545420601603,515.7537548286505,97866300
2025-04-14,531.6401977539062,536.7286411738348,526.453165817952,536.5017912856171,68034000
2025-04-15,530.151123046875,535.6931457102869,529.3622343758641,532.1825399641931,56892900
2025-04-16,518.366943359375,530.4273047249436,513.0714517926509,524.3034408726064,83484800
2025-04-17,519.1065063476562,523.800475242003,516.6411916080497,520.3194821276195,79868100
2025-04-21,506.7503356933594,514.4618467446136,501.40552056556845,513.9293002870572,69368100
2025-04-22,519.9349365234375,521.956482797522,511.9867633247528,512.9235950678715,75948100
2025-04-23,527.9915161132812,537.8626460694973,526.4729038847668,532.9320165359907,90590700
2025-04-24,539.1051025390625,539.8348259826943,528.0210584541512,529.2733972607866,64150400
2025-04-25,543.0003662109375,543.4046513367819,536.1467793425768,539.0657336001437,61119600
2025-04-28,543.2073974609375,545.8699492792146,537.4583271221219,543.7399439376,47613800
2025-04-29,546.6293334960938,547.7436606136026,540.9393676118534,541.2943585019403,47775100
2025-04-30,546.84619140625,548.7987614609631,534.0068741379372,539.9729233205555,93101500
2025-05-01,550.7216796875,556.2440206119321,550.1201573586014,552.595342895286,63186100
2025-05-02,558.8966674804688,560.4941864598073,554.5774316657111,556.894803218062,60717300
2025-05-05,555.6918334960938,558.788283367358,553.9069479669498,554.7648727126054,38659200
2025-05-06,551.0471801757812,555.5340413030556,549.2327420958744,550.1892553966732,48264700
2025-05-07,553.3645629882812,555.9975022415719,548.3254139860352,552.3784371058738,55588000
2025-05-08,557.2202758789062,562.3974366423718,553.9069074354913,557.3977713110521,65130800
2025-05-09,556.5103149414062,559.6264462916283,554.9522191721212,558.6205786168767,37603400
2025-05-12,574.9014892578125,574.9113601462691,569.0340285188223,573.402558732667,78993600
2025-05-13,578.6981201171875,580.9070323903663,574.7536167184122,575.3156554869938,67947200
2025-05-14,579.437744140625,580.8084133986617,577.4161378946785,579.6546629482465,66283500
2025-05-15,582.2678833007812,582.770756919371,576.9822030720642,577.4358426248243,71268100
2025-05-16,585.9559936523438,586.2518193704545,581.1042713102905,583.0469103495059,76052100
2025-05-19,586.5969848632812,587.27741416191,579.9406348417033,579.9406348417033,68168500
2025-05-20,584.6246337890625,585.8079967408526,581.4197250633151,584.8613545300925,60614500
2025-05-21,574.7733154296875,584.3584902721909,573.7477661832594,580.2759146876367,95197700
2025-05-22,575.0001220703125,578.4811148637216,573.3433777523152,574.5760350084579,70860400
2025-05-23,571.075439453125,573.7379918121957,567.6141274051689,567.9888601173233,76029000
2025-05-27,582.9483032226562,583.1060568711622,570.4047514802384,577.9387671986972,72588500
