Date,5-Day Returns,20-Day Returns,20-Day Volatility,Volume Ratio,Tommorrow Up
2024-01-02,-0.0021111680971550584,0.033688205728035214,0.006151847828548472,1.4734081155159342,False
2024-01-03,-0.014422243424103032,0.030656889001259957,0.006355887209936182,1.212084158173707,False
2024-01-04,-0.01937013959386924,0.02753934162032068,0.006434627977298657,0.977365409373772,True
2024-01-05,-0.018397829367159724,0.03310992721005235,0.0063077748832167475,0.9895013507865585,True
2024-01-08,-0.001493630145639191,0.03992395528935844,0.006795645379177775,0.8564775496212204,False
2024-01-09,0.0026023229610236953,0.033901119648044986,0.00681565086707133,0.7616521759823927,True
2024-01-10,0.016574477075751215,0.035719776149537585,0.006856952730217006,0.7765495434423162,False
2024-01-11,0.019410369613455103,0.030556519287050055,0.00684117891166174,0.8942282809831856,True
2024-01-12,0.018721220816854345,0.01724263203519194,0.006202735579603946,0.6794886785162808,False
2024-01-16,0.0006952040130658865,0.010265709650132182,0.0062569309113391204,1.0157509385088521,False
2024-01-17,-0.003355318221840542,0.006306796807428627,0.006388312483376027,0.8598919000748303,True
2024-01-18,-0.000146913002895821,0.009576735112137635,0.006569970812018051,1.1321380972280142,True
2024-01-19,0.012763701996943988,0.01598432618920609,0.006996872234136021,1.3212075177148221,True
2024-01-22,0.014202521914667088,0.03243943115030801,0.0060861218402935785,0.9189424339266554,True
2024-01-23,0.020908290004562957,0.025724381963855514,0.00581026365855053,0.618909495330635,True
2024-01-24,0.02773722462538286,0.024786296251038786,0.0058078765739090306,1.004124999286189,True
2024-01-25,0.024218805463353865,0.02602757426873059,0.005846980404910878,0.8813770944403,False
2024-01-26,0.010322803387893487,0.02287471545402564,0.005873408939207617,0.9265399930148274,True
2024-01-29,0.016175338034528197,0.0305859082316573,0.006060480176572866,0.7485117264839419,False
2024-01-30,0.01243671641171673,0.03277870634511704,0.005997282647599649,0.744426144421344,False
2024-01-31,-0.0051710227125892905,0.02164396518352074,0.007061911243347616,1.5978595133500815,True
2024-02-01,0.0023974015094816448,0.04353752655420351,0.007192882708967043,1.173917611938773,True
2024-02-02,0.014238487014177403,0.057931178413728635,0.007307827093006681,1.2556156858006118,False
2024-02-05,0.002605440208302001,0.052637279244118096,0.007445669989266463,0.964942621227627,True
2024-02-06,0.006294619335542206,0.040834276611575016,0.006922469597961662,0.7209590439369269,True
2024-02-07,0.031519250327204595,0.05111008914786486,0.007007337882268908,0.9069813972821217,True
2024-02-08,0.01864268229750743,0.04566058768763481,0.006981440017364064,0.679396007349796,True
2024-02-09,0.013856526094559118,0.052167469907507646,0.0069934243745349844,0.8380162745386971,False
2024-02-12,0.01711506704942689,0.05097765215748806,0.007013951811742635,0.7408190201015353,False
2024-02-13,0.00020244726347429243,0.04032175480378575,0.007802136900221847,1.4560705180841118,True
2024-02-14,0.0009435875995800203,0.05564392489073944,0.00774171925449381,0.8807021066121684,True
2024-02-15,0.007404996964503363,0.053558482605768454,0.00767084870704579,0.8100963459510516,False
2024-02-16,-0.0033718279773717885,0.03540415215113746,0.007484340354368561,1.0155313322007808,False
2024-02-20,-0.008423450339539729,0.027531258874404108,0.007657701322116411,0.9671628783816277,True
2024-02-21,0.006335106800972046,0.025471449764761456,0.007649757630262849,0.7943948335276222,True
2024-02-22,0.01791120048911843,0.045551089449210824,0.008793904756777141,1.0273076740263098,True
2024-02-23,0.011633214050111418,0.040612365505298564,0.008767809724936515,0.8307900843263764,False
2024-02-26,0.012972605074469623,0.03811973538795832,0.008831277856267665,0.695001619339828,True
2024-02-27,0.020472543698207613,0.03187648649406194,0.008717443259284101,0.6797122765390847,False
2024-02-28,0.018201537645687216,0.031310490855039674,0.008726175042075386,0.7873325328559729,True
2024-02-29,0.0011428015673875525,0.05218682886295478,0.0076459282527909025,1.2046847960019154,True
2024-03-01,0.009845288935768526,0.04834419296316561,0.007419570792218108,1.1150984240713875,False
2024-03-04,0.012470648042874677,0.03631027089948269,0.007200074379604044,0.749520161134049,False
2024-03-05,0.0004931578992739549,0.029702536144190717,0.007583148707501015,1.0989358412585883,True
2024-03-06,0.006893537571670771,0.031924297833846094,0.0076196968816842365,1.0218576924071225,True
2024-03-07,0.013246019038275048,0.033547474069644645,0.007701358856110424,0.884320673802595,False
2024-03-08,-0.0022032790004560265,0.026890406612720685,0.00788838333868625,1.2719024033821955,False
2024-03-11,-0.001990983380959044,0.020111788752389836,0.007831984279961943,0.9204623028728729,True
2024-03-12,0.018928313189345403,0.03153822239977244,0.008116792677478368,1.0628111035635535,False
2024-03-13,0.012202091085724565,0.04430451551818648,0.0073211485717230565,0.8362580585338604,False
2024-03-14,0.0002719949338347849,0.03285400551468909,0.007189771699901972,1.6205821305974866,False
2024-03-15,-0.000597898251258222,0.01873271795031095,0.007317753821060681,1.53165534592412,True
2024-03-18,0.006206841889953907,0.02991616146282161,0.007258969430243666,1.2529175870455753,True
2024-03-19,0.0010302368273256146,0.04137290400712912,0.007117180124777114,0.8630017882109893,True
2024-03-20,0.011875128753297659,0.050053564619012114,0.007288852882956472,0.9813801108171286,True
2024-03-21,0.01722980173273614,0.032162603912522014,0.00590643798076027,0.8594789360542514,False
2024-03-22,0.02232118020923579,0.02949569079800396,0.005955517669842906,1.1137491626189728,False
2024-03-25,0.013473631051353463,0.030425567885384863,0.005917968121849102,0.684218921959684,False
2024-03-26,0.006010974358220178,0.026615146384855626,0.005964517780937291,0.9126164109157029,True
2024-03-27,0.005168272024407949,0.036612584107535984,0.006130988502333125,1.1361034705307054,False
2024-03-28,0.0016659485646932648,0.03270196030216255,0.00613166572505504,1.3070217592643807,False
2024-04-01,0.0018227473919734116,0.021317040029340983,0.005890573013140198,0.8563642347261095,False
2024-04-02,-0.001789327288311382,0.015912709456281204,0.006106458370192833,1.0007018230683284,True
2024-04-03,0.001156470717652791,0.027295777712278868,0.005552365001121796,0.8049147370676899,False
2024-04-04,-0.01930536092889157,0.009640409928191929,0.006245817992283071,1.2928715077952564,True
2024-04-05,-0.008870601136494849,0.010160665709737948,0.006288104262275902,0.9846093251965959,True
2024-04-08,-0.0065880773458358854,0.016828882097991382,0.00609796012280027,0.6558045623331249,True
2024-04-09,0.0009249901991994491,0.018880993881764008,0.006084814750808857,0.9185929447452761,False
